,disk_ID,vm_name,vm_cpu,vm_memory,vm_type,disk_if_VIP,ins_type,project_name,buss_name,disk_name,disk_capacity,disk_type,volume_type,avg_bandwidth,bandwidth_mul,bandwidth_zero_ratio,burst_label,peak_bandwidth,timestamp_num,cluster_index,business_type,description,recent_history_bandwidth_memory,recent_history_bandwidth_cpu,recent_history_bandwidth_app,recent_history_bandwidth_cpu_memory,cluster_label
15500,a93576c0-5dac-4a33-b091-30ac59ca3982,prod-cxp-radar-ES-15-38,8.0,64.0,MA2,1,CVM,默认项目,prod-cxp-radar-ES,prod-cxp-radar6_数据盘_2,2000,1,cbsPremium,481.2053571428572,666.3766212079042,0.0,1,320664.0,2016.0,602,infra-logging-monitoring,默认项目_prod-cxp-radar-ES-15-38_prod-cxp-radar6_数据盘_2,,,,,0
23047,f447e3f2-0c7f-4d62-a1e4-66c57fb53fda,cvm-app-hls-e-02,4.0,8.0,SA2,1,CVM,hls直播,cvm-app-hls-e,cvm-app-hls-e-021_系统盘,50,0,cbsssd,7648.304067460317,94.86063754796768,0.0,1,725523.0,2016.0,588,media-video-streaming,cvm-app-hls-e-021_系统盘_hls直播,7927.810515873016,7927.810515873016,7927.810515873016,7927.810515873016,2
22071,a7379c9a-a3b0-41c2-b436-3db24d937921,TX-K3-S363,4.0,8.0,S6,1,CVM,默认项目,TX-K3-S,TX-K3-S363_系统盘,100,0,cbsPremium,5129.658730158731,60.52293463007688,0.0004960317460317,1,310462.0,2016.0,487,generic-unknown,默认项目_TX-K3-S363_系统盘,,,1064.250496031746,,0
17150,b86bf96c-821f-4660-a77f-145cee0e3175,p-qcbj7-pe-data-task-10,16.0,64.0,S6,1,CVM,默认项目,p-qcbj7-pe-data-task,p-qcbj7-pe-data-task-10_数据盘_1,200,1,cbsPremium,1014.796130952381,121.57121636265788,0.0014880952380952,1,123370.0,2016.0,576,data-collection-delivery,默认项目_p-qcbj7-pe-data-task-10_数据盘_1,777901.1488095238,777901.1488095238,777901.1488095238,777901.1488095238,0
9404,a0155619-8fd6-45ae-9f22-7c82c7cd0733,tla010082002132_新C云平台_周全,32.0,128.0,S6,1,CVM,1286-新C云平台,tla010082002132_新C云平台_周全,[数据盘]tla010082002132_新C云平台_周全_数据盘_1,500,1,cbsPremium,2371.3606150793653,36.00717641046859,0.0004960317460317,1,85386.0,2016.0,606,generic-unknown,[数据盘]tla010082002132_新C云平台_周全_数据盘_1_1286-新C云平台,8157.2485119047615,8157.2485119047615,8157.2485119047615,8157.2485119047615,0
7526,d99a4320-b795-4b1a-bec7-27712f8dfaa9,youjiankangs1,2.0,4.0,SA2,1,CVM,客户Windows跳板机,youjiankangs,youjiankangs1_系统盘,60,0,cbsPremium,2025.964781746032,70.49974475711528,0.0019841269841269,1,142830.0,2016.0,405,infra-jumpbox,客户Windows跳板机_youjiankangs1_系统盘,4401.111111111111,4401.111111111111,4401.111111111111,4401.111111111111,0
9825,86067dcf-cb99-4180-a9b6-6aba632e5dce,BJ7-P-LBS-ECS-DCS-04,2.0,4.0,S5,1,CVM,asg-9qozlas5,BJ7-P-LBS-ECS-DCS,BJ7-P-LBS-ECS-DCS-04_系统盘,200,0,cbsPremium,9523.526785714286,26.03478790776601,0.0,1,247943.0,2016.0,476,generic-autoscaling,BJ7-P-LBS-ECS-DCS-04_系统盘_asg-9qozlas5,,,,,0
22024,c21ef15e-b901-4375-a284-ecc0baa61a81,tla010082102120_新C云平台_周全,8.0,16.0,S5,1,CVM,1286-新C云平台,tla010082102120_新C云平台_周全,[系统盘]tla010082102120_新C云平台_周全_系统盘,150,0,cbsPremium,9050.749503968254,29.12123464299167,0.0014880952380952,1,263569.0,2016.0,569,infra-node,[系统盘]tla010082102120_新C云平台_周全_系统盘_1286-新C云平台,9412.705357142857,9412.705357142857,9412.705357142857,9412.705357142857,0
7064,f060b15d-dd0b-4ca2-9459-6938b8bd9085,activity-cvm-2021-11-22,4.0,8.0,S5,0,CVM,默认项目,activity-cvm,未命名,50,1,cbsPremium,625.6463293650794,52.79500326249917,0.0,1,33031.0,2016.0,656,generic-unknown,activity-cvm-2021-11-22_默认项目,,,,,0
22419,4293340f-a5af-49c5-b6dc-6939f0983190,TX-K3-S308,4.0,8.0,S5,1,CVM,默认项目,TX-K3-S,未命名_系统盘,100,0,cbsPremium,5162.344742063492,61.18944312768544,0.0009920634920634,1,315881.0,2016.0,408,generic-unknown,默认项目_未命名_系统盘_TX-K3-S308,4557.058035714285,4557.058035714285,4557.058035714285,4557.058035714285,0
9278,2a27413e-ab43-404e-816a-4795d5f9b83d,orch-wanda-15-mongo_audit3-bj-tc,16.0,64.0,S5,1,CVM,万达orch,orch-wandamongo_audit3-bj-tc,orch-wanda-4-13-beijing-tc-mongodb（audit）3_系统盘,50,0,cbsssd,7194.930555555556,26.490735181985773,0.0004960317460317,1,190599.0,2016.0,704,infra-database,orch-wandamongo_audit3-bj-tc_万达orch_orch-wanda-15-mongo_audit3-bj-tc_orch-wanda-4-13-beijing-tc-mongodb（audit）3_系统盘,21099.423115079364,21099.423115079364,21099.423115079364,21099.423115079364,0
16500,20dfc8a9-60af-461f-bce0-f39ee1615725,activity-cvm-2022-12-26,16.0,32.0,SA2,0,CVM,默认项目,activity-cvm,未命名,500,1,cbsBSSD,4513.265873015873,358.3919151918111,0.0,1,1617518.0,2016.0,538,generic-unknown,默认项目_activity-cvm-2022-12-26,,,,,2
18803,89498d38-a2e8-4508-9a8b-bbb3d9d9d2c0,未命名,2.0,4.0,S6,1,CVM,默认项目,PWA,未命名_系统盘,100,0,cbsPremium,20841.31398809524,31.80831114480932,0.0009920634920634,1,662927.0,2016.0,569,generic-unknown,未命名_系统盘_默认项目_PWA,,,,,2
20757,ebc2c44c-e471-40a4-a325-3961daf05b4f,悟空 RTX D-1,8.0,16.0,S5,1,CVM,test1-orion-platech,悟空 RTX D,未命名2_系统盘,100,0,cbsssd,17895.15873015873,66.83567427565316,0.0004960317460317,1,1196035.0,2016.0,567,dev-test-env,test1-orion-platech_悟空 RTX D-1_未命名2_系统盘,,,,,2
14658,38e8c4af-af5d-4081-91c2-1738fec60688,dzyz-game-21-2079,4.0,8.0,S6,1,CVM,臧泽,dzyz-game,dzyz-game-11-1114_数据盘_1,100,1,cbsPremium,492.5684523809524,50.75233681564684,0.0,1,24999.0,2016.0,653,game-service,dzyz-game-11-1114_数据盘_1_dzyz-game-21-2079_臧泽,463.5853174603175,463.5853174603175,463.5853174603175,463.5853174603175,0
5731,809f9b5a-da0a-4c35-9b26-2462fd1aea44,s-qcbj7-cassandra-6abffd13-02,4.0,16.0,S6,1,CVM,默认项目,s-qcbj7-cassandra-6abffd,s-qcbj7-cassandra-6abffd13-02_数据盘_1,300,1,cbsssd,243.5183531746032,285.8018670572156,0.0009920634920634,1,69598.0,2016.0,567,infra-database,s-qcbj7-cassandra-6abffd13-02_数据盘_1_默认项目,35433.22718253968,2856.80753968254,35433.22718253968,2889.8313492063494,0
5409,866a983b-8248-4b97-9dd6-e6f47b4d6b98,as-tke-np-4jko8s4b1,8.0,32.0,C6,1,CVM,cls-78hjwc8t,as-tke-np-4jko8s4b,cls-78hjwc8t/pvc-8044d1c9-ed32-46d8-aed6-a738ba9c8c1b,500,1,cbsHSSD,9490.17757936508,27.7908392961436,0.0,1,263740.0,2016.0,685,infra-node,as-tke-np-4jko8s4b1_cls-78hjwc8t/pvc-8044d1c9-ed32-46d8-aed6-a738ba9c8c1b,,,,,0
12254,44dc3ae6-7831-474a-ac27-13694206ffbf,tx-bj-hulk-k8s-node3425,84.0,320.0,S5,1,CVM,默认项目,tx-bj-hulk-k8s-node,tx-bj-hulk-k8s-node3425_数据盘,200,1,cbsPremium,5604.6349206349205,47.72103870945816,0.0014880952380952,1,267459.0,2016.0,569,infra-node,tx-bj-hulk-k8s-node3425_数据盘_默认项目,5190.564980158731,5190.564980158731,5190.564980158731,5190.564980158731,0
20765,e6abd9ef-a73f-4d20-b2fc-bc63c92fa41f,dzyz-game-11-1005,4.0,8.0,S6,1,CVM,臧泽,dzyz-game,dzyz-game-11-1005_系统盘,50,0,cbsPremium,6879.574900793651,67.4865826297551,0.0024801587301587,1,464279.0,2016.0,570,game-service,臧泽_dzyz-game-11-1005_系统盘,,,5068.341765873016,,0
4379,dba8898c-8a47-4405-a8e1-c0c9c52c0190,uat-component-approve-n1.digitforce.com,2.0,4.0,S6,1,CVM,预发,uat-component-approve-n1.digitforce.com,uat-component-approve-n1.digitforce.com_数据盘_1,100,1,cbsBSSD,277.01636904761904,87.60493137439231,0.0,1,24268.0,2016.0,704,dev-test-env,预发_uat-component-approve-n1.digitforce.com_数据盘_1,7192.1046626984125,7192.1046626984125,5616.763392857143,7192.1046626984125,0
23323,78173668-8885-4055-b86d-016d00d10230,as-tke-np-6wwrb6k51,16.0,64.0,S5,1,CVM,asg-76uw68hd,as-tke-np-6wwrb6k,as-tke-np-6wwrb6k51_数据盘_1,500,1,cbsPremium,31791.778273809523,35.65689186168837,0.0,1,1133596.0,2016.0,569,infra-node,as-tke-np-6wwrb6k51_数据盘_1_asg-76uw68hd,76506.69047619047,76506.69047619047,76506.69047619047,76506.69047619047,2
14326,fefaf204-0746-4e44-b87b-937eedede1fd,vm-cdwch-lzav7kyc,4.0,16.0,SA2,0,CVM,cdwch,vm-cdwch-lzav7kyc,vm-cdwch-lzav7kyc_数据盘_8,50,1,cbsHSSD,3272.188492063492,157.49917868423336,0.0009920634920634,1,515367.0,2016.0,415,infra-database,vm-cdwch-lzav7kyc_数据盘_8,3248.7336309523807,3248.7336309523807,3248.7336309523807,3248.7336309523807,0
18260,0c967b1d-6364-488c-a1c9-39a6eb930f35,p5-tkcncibp-tkcncibp-web04,2.0,2.0,S5,1,CVM,Server,p5-tkcncibp-tkcncibp-web,p5-tkcncibp-tkcncibp-web04_系统盘,200,0,cbsPremium,8330.010912698413,105.73431526450248,0.0014880952380952,1,880768.0,2016.0,405,corp-website-portal,p5-tkcncibp-tkcncibp-web04_系统盘_Server,6853.115575396825,,6853.115575396825,,2
17614,974378ba-e3b1-45be-b6f6-1e1e12c2a906,dzyz-game-11-1104,4.0,8.0,S6,1,CVM,臧泽,dzyz-game,dzyz-game-11-1104_系统盘,50,0,cbsPremium,6477.794146825397,62.91400911523671,0.0014880952380952,1,407544.0,2016.0,532,game-service,臧泽_dzyz-game-11-1104_系统盘,6819.340277777777,6819.340277777777,6819.340277777777,6819.340277777777,0
3927,f7dd9e0a-92a5-44e6-928e-61b9330dbb0b,prod-k8s-cxp-node-9.qmifpe37.0,32.0,128.0,SA3,1,CVM,cls-dyz4wcd3,prod-k8s-cxp-nodeqmifpe37.,cls-dyz4wcd3/pvc-589c0f1b-9a72-4ed2-b76a-6b3ceec63320,40,1,cbsPremium,381.8328373015873,67.51645610730408,0.0,1,25780.0,2016.0,677,infra-node,prod-k8s-cxp-nodeqmifpe37._prod-k8s-cxp-node-9.qmifpe37.0_cls-dyz4wcd3/pvc-589c0f1b-9a72-4ed2-b76a-6b3ceec63320,555.0545634920635,555.0545634920635,555.0545634920635,555.0545634920635,0
24131,97948d0d-1bbc-4a9b-abaf-251f4301c37f,未命名,32.0,128.0,SA3,0,CVM,kubernetes集群_北京7区tke-kw-其他(b3id:10979),视频事业部(b1id:10),未命名_1,500,1,cbsPremium,21793.36904761905,27.3767217311076,0.0,1,596631.0,2016.0,656,infra-node,kubernetes集群_北京7区tke-kw-其他(b3id:10979)_未命名_1_视频事业部(b1id:10),129056.70188492064,129056.70188492064,129056.70188492064,129056.70188492064,2
17107,5f55dfbe-045d-431d-8a7c-1616bf48f223,AI-ModelTrain-GPU-Prod-1,20.0,80.0,GN10Xp,1,CVM,bigdata,AI-ModelTrain-GPU-Prod,AI-ModelTrain-GPU-Prod-1_系统盘,50,0,cbsPremium,7843.324404761905,72.02456137821176,0.0009920634920634,1,564912.0,2016.0,476,ai-machine-learning,bigdata_AI-ModelTrain-GPU-Prod-1_系统盘,,,175456.23263888888,,2
23892,c35b66bc-d48d-45f9-9e3d-261ad16baf4d,未命名88,2.0,4.0,S6,1,CVM,默认项目,PWA,未命名88_系统盘,100,0,cbsPremium,20489.60863095238,38.98424876663309,0.0009920634920634,1,798772.0,2016.0,405,generic-unknown,未命名88_系统盘_默认项目_PWA,23917.620535714286,23917.620535714286,23917.620535714286,23917.620535714286,2
5250,dcd675fb-b89f-4863-9400-b987683e633d,tx-bj-hulk-k8s-node3246,84.0,320.0,S5,1,CVM,默认项目,tx-bj-hulk-k8s-node,tx-bj-hulk-k8s-node3246_系统盘,100,0,cbsPremium,179.39434523809524,79.32245568339236,0.0004960317460317,1,14230.0,2016.0,727,infra-node,tx-bj-hulk-k8s-node3246_系统盘_默认项目,894.5714285714286,894.5714285714286,894.5714285714286,894.5714285714286,0
20419,198f96a1-e41f-4ead-957a-24244124250f,vm-cdwch-lzav7kyc,4.0,16.0,SA2,0,CVM,cdwch,vm-cdwch-lzav7kyc,vm-cdwch-lzav7kyc_数据盘_4,50,1,cbsHSSD,3261.34126984127,158.04540443726287,0.0014880952380952,1,515440.0,2016.0,538,infra-database,vm-cdwch-lzav7kyc_数据盘_4,,,,,0
17110,1ffdab17-a136-4708-9944-b9f4ff8a412c,ckafka-gnan4bzj,16.0,32.0,C6,0,CVM,默认项目,ckafka-gnan4bzj-cbs,Ckafka_ins-6gxeay5h_1528284868_4,840,1,cbsPremium,8904.937003968254,39.81016371502944,0.0004960317460317,1,354507.0,2016.0,561,infra-message-queue,ckafka-gnan4bzj-cbs_默认项目_Ckafka_ins-6gxeay5h_1528284868_4,1439807.6041666667,1439807.6041666667,755.6369047619048,1439807.6041666667,0
20325,ca7e49e3-f448-4402-b4df-aff86337ab9e,tx-bj-cal-jgxm-tec-prod008,4.0,8.0,SA3,1,CVM,默认项目,tx-bj-cal-jgxm-tec-prod,tx-bj-cal-jgxm-tec-prod0018_数据盘_1,50,1,cbsPremium,1247.452876984127,506.3966837186092,0.0004960317460317,1,631706.0,2016.0,605,generic-unknown,tx-bj-cal-jgxm-tec-prod0018_数据盘_1_默认项目_tx-bj-cal-jgxm-tec-prod008,1608.2733134920634,1608.2733134920634,1608.2733134920634,1608.2733134920634,2
22115,afc6056b-6b90-4f35-84de-05dff6056bb3,tke_cls-bmayzktt_worker,8.0,16.0,SA3,1,CVM,运维部,tke_cls-bmayzktt_worker,tke_cls-bmayzktt_worker_数据盘_1,50,1,cbsBSSD,8898.917162698413,87.7041538572248,0.0,1,780472.0,2016.0,519,infra-node,运维部_tke_cls-bmayzktt_worker_数据盘_1,,,,,2
11221,b59c9a49-7b01-4d68-94c2-293d4262dc94,tx-bj-bdg-uanalysis-executor02,16.0,32.0,SA2,1,CVM,大数据,tx-bj-bdg-uanalysis-executor,tx-bj-bdg-uanalysis-executor02_数据盘((FROM snap-n4b9f4ky))_1,300,1,cbsPremium,1486.655257936508,222.92794394041968,0.0004960317460317,1,331417.0,2016.0,569,ai-machine-learning,tx-bj-bdg-uanalysis-executor02_数据盘((FROM snap-n4b9f4ky))_1_大数据,10950.090773809525,10950.090773809525,8019.798115079365,10950.090773809525,0
18370,2055cd57-193e-4097-b2e4-3be724c279f5,gmrd-fsg-t02.rongdan.prod,2.0,4.0,SA2,1,CVM,vpc_prod,gmrd-fsg-t02.rongdan.prod,gmrd-fsg-t02.rongdan.prod_系统盘,50,0,cbsPremium,13038.80109126984,55.106676984365535,0.0,1,718525.0,2016.0,602,game-service,vpc_prod_gmrd-fsg-t02.rongdan.prod_系统盘,,7019.542658730159,7019.542658730159,,2
15272,008969b0-d0b5-4860-9bc5-a4cb47c166c9,prod-xmh-bj7-imgcloud-openresty-gateway-02,2.0,4.0,SA2,1,CVM,disk,prod-xmh-bj7-imgcloud-openresty-gateway,prod-xmh-bj7-imgcloud3_系统盘,80,0,cbsPremium,7305.193452380952,33.69109957242585,0.0,1,246120.0,2016.0,610,data-collection-delivery,prod-xmh-bj7-imgcloud-openresty-gateway-02_prod-xmh-bj7-imgcloud3_系统盘_disk,,,,,0
2974,e2c51e93-cad7-46ec-8685-3dca58cef1d5,tx-mvss-signalling-intranet03,4.0,8.0,S5,1,CVM,默认项目,tx-mvss-signalling-intranet,tx-mvss-signalling-intranet03_系统盘,50,0,cbsPremium,139.16170634920636,41.44099803956514,0.0009920634920634,1,5767.0,2016.0,546,media-video-streaming,默认项目_tx-mvss-signalling-intranet03_系统盘,1035.436011904762,1035.436011904762,1035.436011904762,1035.436011904762,0
10666,a103859a-7be3-45c2-8233-e0065dcd401a,prod-callcenter-monitor-15-164,2.0,4.0,SA2,1,CVM,callcenter,prod-callcenter-monitor,prod-callcenter2_系统盘,80,0,cbsPremium,6704.714285714285,29.45942087656873,0.0004960317460317,1,197517.0,2016.0,532,office-system,prod-callcenter2_系统盘_prod-callcenter-monitor-15-164,,,68722.01785714286,,0
20362,153d3208-4c36-49d2-9c46-3481f76c2646,dzyz-game-21-2078,4.0,8.0,S6,1,CVM,臧泽,dzyz-game,dzyz-game-11-1113_系统盘,50,0,cbsPremium,6900.150297619048,122.61370600752528,0.0,1,846053.0,2016.0,653,game-service,dzyz-game-21-2078_臧泽_dzyz-game-11-1113_系统盘,496.374007936508,496.374007936508,496.374007936508,496.374007936508,2
12459,8eaac939-c14e-4fb0-bee9-84788fffd348,khand49,2.0,4.0,SA2,1,CVM,sa,khand,khand49_系统盘,50,0,cbsPremium,5047.001984126984,118.83490473874754,0.0009920634920634,1,599760.0,2016.0,477,infra-node,khand49_系统盘_sa,3875.02876984127,3875.02876984127,3875.02876984127,3875.02876984127,2
16418,6f3aee3a-09a3-46ec-8e28-2fcd0387a591,jenkins,2.0,4.0,S6,1,CVM,乐友服务器,jenkins,jenkins_数据盘_1,500,1,cbsPremium,1205.18998015873,290.14844610137294,0.0,1,349684.0,2016.0,727,dev-test-env,jenkins_数据盘_1_乐友服务器,,,,,0
7386,fe532627-5e18-4a67-a967-19fe0f693466,gmrd-coc-t01.rongdan.prod,2.0,4.0,SA2,1,CVM,vpc_prod,gmrd-coc-t01.rongdan.prod,gmrd-coc-t01.rongdan.prod_数据盘_1,50,1,cbsPremium,527.625496031746,81.82508298917075,0.0014880952380952,1,43173.0,2016.0,478,game-service,vpc_prod_gmrd-coc-t01.rongdan.prod_数据盘_1,367.1036706349207,8898.585813492064,8898.585813492064,367.1036706349207,0
22220,44e3bf36-f1c4-4a07-9cdb-1835e2bdd7c5,未命名16,2.0,4.0,S6,1,CVM,默认项目,PWA,未命名16_系统盘,100,0,cbsPremium,20618.497023809523,44.1544792983069,0.0004960317460317,1,910399.0,2016.0,563,generic-unknown,未命名16_系统盘_默认项目_PWA,23563.533234126982,23563.533234126982,23563.533234126982,23563.533234126982,2
12943,37c6dbeb-28b8-4bc1-8f82-12b198436ec5,YonBIP-core4-AI工作坊01,8.0,16.0,S6,1,CVM,YonBIP-智能技术产品部,YonBIP-core4-AI工作坊,YonBIP-core4-AI工作坊01_系统盘,40,0,cbsBSSD,8639.503472222223,132.23942830433683,0.0,1,1142483.0,2016.0,588,ai-machine-learning,YonBIP-core4-AI工作坊01_系统盘_YonBIP-智能技术产品部,1099.99751984127,1099.99751984127,1099.99751984127,1099.99751984127,2
20991,a14615db-8a13-40cc-a1ef-242c4fc461dc,vm-cdwch-3w6qxchb,32.0,128.0,S5,0,CVM,cdwch,vm-cdwch-3w6qxchb,vm-cdwch-3w6qxchb_数据盘_7,50,1,cbsHSSD,901.1612103174604,436.7154239376994,0.0044642857142857,1,393551.0,2016.0,413,infra-database,vm-cdwch-3w6qxchb_数据盘_7,1825764.204861111,1825764.204861111,336.640376984127,1825764.204861111,0
8068,0b5b1cd3-a91e-4bc4-9b05-1b72984debcc,TX-K3-S335,4.0,8.0,SA2,1,CVM,默认项目,TX-K3-S,TX-K3-S335_数据盘((FROM snap-pv788h98))_1,50,1,cbsPremium,555.624007936508,118.98333955280508,0.0019841269841269,1,66110.0,2016.0,546,generic-unknown,默认项目_TX-K3-S335_数据盘((FROM snap-pv788h98))_1,,,922.172619047619,,0
18861,e9ff381c-481a-46ec-880b-8c40ce3ecf5f,pro-classify,4.0,16.0,S5,1,CVM,默认项目,pro-classify,未命名_系统盘,100,0,cbsPremium,10937.54365079365,97.37314281920328,0.0009920634920634,1,1065023.0,2016.0,576,generic-unknown,默认项目_pro-classify_未命名_系统盘,,28242.371527777777,28242.371527777777,,2
9814,4f4a880d-8e93-4ed9-aa5f-63f4c57ab706,khand46,2.0,4.0,SA2,1,CVM,sa,khand,khand46_系统盘,50,0,cbsPremium,4886.329861111111,118.06100210124193,0.0009920634920634,1,576885.0,2016.0,546,generic-unknown,khand46_系统盘_sa,4748.704365079365,4748.704365079365,4748.704365079365,4748.704365079365,2
13964,62d23dc4-a45f-44b9-af41-bd03d1ced42c,dzyz-game-11-1061,4.0,8.0,S6,1,CVM,臧泽,dzyz-game,dzyz-game-11-1061_数据盘_1,100,1,cbsPremium,445.1741071428572,35.3210120438432,0.0004960317460317,1,15724.0,2016.0,486,game-service,臧泽_dzyz-game-11-1061_数据盘_1,6766.8432539682535,6766.8432539682535,6766.8432539682535,6766.8432539682535,0
13292,e61fd05a-9cba-4e04-82fb-4188de13395c,qa-test-jmeter30,8.0,16.0,SA3,1,CVM,qap,qa-test-jmeter,qa-test-jmeter30_系统盘,50,0,cbsPremium,7675.246031746032,62.257287652223546,0.0014880952380952,1,477840.0,2016.0,561,dev-test-env,qap_qa-test-jmeter30_系统盘,,,,,0
21941,65d6af23-732a-467f-84da-1b8f2affea1c,env-project-tmp-2013-spec-2385,8.0,64.0,MA2,1,CVM,debugbox环境,"env-project-tmpspec,数据盘_ins-c2m4kc97_vdb_None",数据盘_ins-c2m4kc97_vdb_None,500,1,cbsPremium,39033.72668650794,83.9072330014567,0.0009920634920634,1,3275212.0,2016.0,561,dev-test-env,"env-project-tmpspec,数据盘_ins-c2m4kc97_vdb_None_env-project-tmp-2013-spec-2385_debugbox环境",56363.361607142855,56363.361607142855,56363.361607142855,56363.361607142855,4
24191,b95e57fa-7e8c-4443-89b9-dc6f3178379d,未命名23,2.0,4.0,S6,1,CVM,默认项目,PWA,未命名23_系统盘,100,0,cbsPremium,22339.67906746032,34.33442341243081,0.0004960317460317,1,767020.0,2016.0,406,generic-unknown,未命名23_系统盘_默认项目_PWA,22710.28224206349,22710.28224206349,22710.28224206349,22710.28224206349,2
16603,a5bc8879-33c0-4296-ad0f-23a368d714ba,tcen_bj7_3_zmwz_old248_g4,16.0,32.0,SA3,1,CVM,造梦西游外传,tcen_bj7zmwz_old248_g,tcen_bj7_x_zmwz_game3_数据盘_1,200,1,cbsPremium,2389.4508928571427,185.50496322189983,0.0679563492063492,1,443255.0,2016.0,476,game-service,tcen_bj7zmwz_old248_g_tcen_bj7_x_zmwz_game3_数据盘_1_造梦西游外传_tcen_bj7_3_zmwz_old248_g4,18318.315972222223,18318.315972222223,18318.315972222223,18318.315972222223,0
16182,42ad57e4-ea0c-4e00-823c-c4f980b2bd9e,Bux语音热词上传服务1,32.0,64.0,S6,1,CVM,默认项目,Bux语音热词上传服务,Bux语言热词上传服务1_数据盘_1,500,1,cbsPremium,1680.8060515873017,61.3788841981936,0.0,1,103166.0,2016.0,709,data-collection-delivery,Bux语言热词上传服务1_数据盘_1_Bux语音热词上传服务1_默认项目,,,1616.3948412698412,,0
19406,cc1ed5b6-79aa-49c1-ab29-6a4086991e59,p5-tkcnpms-sensorsd-web04,16.0,64.0,S6,1,CVM,默认项目,p5-tkcnpms-sensorsd-web,p5-tkcnpms-sensorsd-web04_数据盘_5,2000,1,cbsPremium,3554.2574404761904,88.23587071340081,0.0009920634920634,1,313613.0,2016.0,562,iot-saas-platform,默认项目_p5-tkcnpms-sensorsd-web04_数据盘_5,41902.24503968254,41902.24503968254,7172.95882936508,41902.24503968254,0
1654,a6ea1809-d519-4f5c-9d0c-b588a16cc971,未命名,8.0,32.0,SA2,0,CVM,默认项目,prd,未命名_数据盘_1,840,1,cbsPremium,21.53422619047619,47.13426853707415,0.2217261904761904,1,1015.0,2016.0,677,generic-unknown,未命名_数据盘_1_默认项目_prd,,,,,0
16732,e09930ae-0e7b-42ae-bdfb-9777079c47ec,TX-K3-S651,4.0,8.0,SA2,1,CVM,默认项目,TX-K3-S,xh1223_系统盘,100,0,cbsBSSD,3591.3581349206347,81.29988406362385,0.0004960317460317,1,291977.0,2016.0,742,generic-unknown,xh1223_系统盘_默认项目_TX-K3-S651,,,6860.157738095239,,0
23858,7322e365-635a-4681-ab75-28d308885a4d,未命名51,2.0,4.0,S6,1,CVM,默认项目,PWA,未命名51_系统盘,100,0,cbsPremium,22118.86656746032,32.506502890059984,0.0019841269841269,1,719007.0,2016.0,576,dev-test-env,PWA_默认项目_未命名51_系统盘,22564.41021825397,22564.41021825397,22564.41021825397,22564.41021825397,2
16483,db1a7054-cec8-4cf6-a5af-5fbe4717afbc,dzyz-game-11-1010,4.0,8.0,S6,1,CVM,臧泽,dzyz-game,dzyz-game-11-1010_系统盘,50,0,cbsPremium,6494.4161706349205,137.14997262223815,0.0014880952380952,1,890709.0,2016.0,529,game-service,臧泽_dzyz-game-11-1010_系统盘,6294.831845238095,6294.831845238095,6294.831845238095,6294.831845238095,2
17960,f516fac7-379a-4e1e-a0e4-6f6e8b2cde30,rivendb2,32.0,128.0,SA2,1,CVM,默认项目,rivendb,rivendb2_系统盘,50,0,cbsPremium,4890.922123015873,72.4797882861014,0.0004960317460317,1,354493.0,2016.0,414,infra-database,默认项目_rivendb2_系统盘,,,7279.750992063492,,0
20115,6980aaea-b3d5-4417-98fe-e33b5fb00d07,cfs-40a35dc6b-oss1,32.0,64.0,S5,0,CVM,默认项目,cfs-40a35dc6b-oss,cfs-40a35dc6b-oss1_系统盘,100,0,cbsPremium,8978.83630952381,58.481186414216765,0.0,1,525093.0,2016.0,604,infra-node,默认项目_cfs-40a35dc6b-oss1_系统盘,,,,,0
12232,81b84184-1c14-4026-bab8-70c41ab7cc13,tke_cls-bmayzktt_worker1,8.0,16.0,S6,1,CVM,运维部,tke_cls-bmayzktt_worker,cls-bmayzktt/pvc-e9b592ec-5264-496c-9ef3-cbeefe106cd5,100,1,cbsHSSD,814.5124007936508,49.20244303334172,0.0019841269841269,1,40076.0,2016.0,436,infra-node,tke_cls-bmayzktt_worker1_运维部_cls-bmayzktt/pvc-e9b592ec-5264-496c-9ef3-cbeefe106cd5,,,554410.1780753968,,0
11296,24bda239-e98b-404e-85bd-db9c7a905763,dzyz-game-21-2030,4.0,8.0,S6,1,CVM,臧泽,dzyz-game,dzyz-game-21-2030_系统盘,50,0,cbsPremium,6107.586805555556,74.41171357345287,0.0009920634920634,1,454476.0,2016.0,569,game-service,dzyz-game-21-2030_系统盘_臧泽,6451.630456349207,6451.630456349207,6451.630456349207,6451.630456349207,0
13649,d97c7214-8d29-42f8-b643-09a5b5430981,dzyz-game-11-1119,4.0,8.0,S6,1,CVM,闫磊,dzyz-game,dzyz-game-11-1119_数据盘_1,100,1,cbsPremium,536.1651785714286,32.47693191563767,0.0014880952380952,1,17413.0,2016.0,529,game-service,dzyz-game-11-1119_数据盘_1_闫磊,148117.69246031746,6976.438988095239,148117.69246031746,6976.438988095239,0
14534,e6d101ae-e4d5-4f85-8c26-7cef1444a901,dzyz-game-21-2092,4.0,8.0,S6,1,CVM,臧泽,dzyz-game,dzyz-game-21-2092_数据盘_1,100,1,cbsPremium,467.3249007936508,40.935118089174814,0.0014880952380952,1,19130.0,2016.0,405,game-service,臧泽_dzyz-game-21-2092_数据盘_1,470.69146825396825,470.69146825396825,470.69146825396825,470.69146825396825,0
