,disk_ID,vm_name,vm_cpu,vm_memory,vm_type,disk_if_VIP,ins_type,project_name,buss_name,disk_name,disk_capacity,disk_type,volume_type,avg_bandwidth,bandwidth_mul,bandwidth_zero_ratio,burst_label,peak_bandwidth,timestamp_num,cluster_index,business_type,description,recent_history_bandwidth_memory,recent_history_bandwidth_cpu,recent_history_bandwidth_app,recent_history_bandwidth_cpu_memory,pre_burst_label,belong_to_cluster,pre_bandwidth
12645,5bbc15f6-3450-4f98-bafc-28b4376df8b9,TX-K3-S422,4.0,8.0,SA2,1,CVM,默认项目,TX-K3-S,TX-K3-S421-xh_数据盘((FROM snap-ninu016k))_1,50,1,cbsPremium,758.6215277777778,179.47816534924914,0.0014880952380952,1,136156.0,2016.0,570,generic-unknown,TX-K3-S422_默认项目_TX-K3-S421-xh_数据盘((FROM snap-ninu016k))_1,155.16617063492063,27190.20982142857,27190.20982142857,155.16617063492063,0,0.0,13503.298946270883
13498,12c05dbb-4a9f-48fb-8cec-15c8dc0939d0,TX-K3-S337,4.0,8.0,SA2,1,CVM,默认项目,TX-K3-S,TX-K3-S337_数据盘((FROM snap-qqjui4wg))_1,50,1,cbsPremium,2301.027281746032,427.3156636604036,0.0009920634920634,1,983265.0,2016.0,562,generic-unknown,TX-K3-S337_数据盘((FROM snap-qqjui4wg))_1_默认项目,4444.303075396825,4444.303075396825,4444.303075396825,4444.303075396825,0,0.0,13503.298946270883
16354,fe28cd3b-02b9-40ab-b6e9-fefc1b057e33,as-tke-np-a8igc3hv3,16.0,32.0,S5,1,CVM,asg-e038a581,as-tke-np-a8igc3hv,as-tke-np-a8igc3hv3_系统盘,50,0,cbsPremium,12736.849206349209,2.55863906936691,0.0009920634920634,0,32589.0,2016.0,529,generic-autoscaling,asg-e038a581_as-tke-np-a8igc3hv3_系统盘,12714.764384920634,12714.764384920634,12714.764384920634,12714.764384920634,0,0.0,13503.298946270883
752,ec6f418b-1045-445f-adb2-8e35742882a8,prod-k8s-cxp-node-9.58s46zo3.0,32.0,128.0,SA3,1,CVM,cls-dyz4wcd3,prod-k8s-cxp-node58s46zo3.,cls-dyz4wcd3/pvc-7d6f314e-f8e6-437d-9104-b6327a4b951a,20,1,cbsHSSD,333.5644841269841,1.5888981747776094,0.0004960317460317,0,530.0,2016.0,437,infra-node,cls-dyz4wcd3/pvc-7d6f314e-f8e6-437d-9104-b6327a4b951a_prod-k8s-cxp-node58s46zo3._prod-k8s-cxp-node-9.58s46zo3.0,1716.515873015873,1716.515873015873,6015.55257936508,1716.515873015873,0,0.0,13503.298946270883
18310,49999953-e6e1-466e-a37a-d50e874c32a1,as-tke-np-rzu632a92,16.0,32.0,S5,1,CVM,ark-aries(白羊座),as-tke-np-rzu632a,as-tke-np-rzu632a92_系统盘,50,0,cbsPremium,8067.711309523809,7.156180704166484,0.0019841269841269,0,57734.0,2016.0,562,infra-node,ark-aries(白羊座)_as-tke-np-rzu632a92_系统盘,8050.414186507936,8050.414186507936,8050.414186507936,8050.414186507936,0,0.0,13503.298946270883
2992,bcaab935-b999-4af8-862c-4accf05e45ce,as-tke-np-rfml35ox,16.0,128.0,MA3,1,CVM,asg-itpd0yaj,as-tke-np-rfml35ox,as-tke-np-rfml35ox_数据盘_1,500,1,cbsPremium,7809.304067460317,1.3530014849884306,0.0,0,10566.0,2016.0,602,generic-autoscaling,asg-itpd0yaj_as-tke-np-rfml35ox_数据盘_1,68477.39384920635,,68477.39384920635,,0,0.0,13503.298946270883
538,c68db1d5-1d75-4c33-a460-f177b8ba065c,finance-ERP-K8S2,8.0,32.0,C5,1,CVM,cls-clulwn7h,finance-ERP-K8S,finance-ERP-K8S2,150,1,cbsPremium,2715.771825396825,1.081092296688436,0.0,0,2936.0,2016.0,602,office-system,cls-clulwn7h_finance-ERP-K8S2,,,,,0,0.0,13503.298946270883
11416,5613d2c2-de7f-4f1c-8141-2a2f06d9ce8e,fly-merch-console-test,2.0,4.0,SA3,1,CVM,机票,fly-merch-console-test,fly-pro-manage10_系统盘,50,0,cbsBSSD,7837.826884920635,18.78071590011784,0.0,0,147200.0,2016.0,736,travel-hospitality,fly-pro-manage10_系统盘_fly-merch-console-test_机票,,,6144.034722222223,,0,0.0,13503.298946270883
1888,e87ca3c7-0762-49ba-82fa-c8a6bbc24d9b,as-tke-np-gjwrkrsp3,32.0,128.0,S6,1,CVM,cls-4flo2kif,as-tke-np-gjwrkrsp,cls-4flo2kif/pvc-b0cb83ba-7f72-46fc-8e70-76962c9d2514,10,1,cbsPremium,329.2326388888889,1.038779147639186,0.0009920634920634,0,342.0,2016.0,408,infra-node,as-tke-np-gjwrkrsp3_cls-4flo2kif/pvc-b0cb83ba-7f72-46fc-8e70-76962c9d2514,50177.19990079365,50177.19990079365,50177.19990079365,50177.19990079365,0,0.0,13503.298946270883
10777,73cd49e4-2d77-440f-98f0-fc4d59b3c999,p-qcbj7-pe-data-task-32,16.0,64.0,S6,1,CVM,默认项目,p-qcbj7-pe-data-task,p-qcbj7-pe-data-task-32_系统盘,50,0,cbsPremium,7661.140376984127,16.751161535369146,0.0,0,128333.0,2016.0,606,compute-simulation,p-qcbj7-pe-data-task-32_系统盘_默认项目,12.106646825396826,12.106646825396826,12.106646825396826,12.106646825396826,0,0.0,13503.298946270883
10166,0e0da8b7-98f2-4fa0-969c-7bc7ae0d5dd7,tx-bj-k8s-node-mysubscription-031,4.0,8.0,S5,1,CVM,默认项目,tx-bj-k8s-node-mysubscription,tx-bj-k8s-node-mysubscription-031_数据盘_1,200,1,cbsPremium,3425.3278769841268,10.52833518283573,0.0004960317460317,0,36063.0,2016.0,700,infra-node,tx-bj-k8s-node-mysubscription-031_数据盘_1_默认项目,6953.190476190476,6953.190476190476,128522.96478174604,6953.190476190476,0,0.0,13503.298946270883
17487,e660ffa4-9f4f-4823-b7d7-bf36f74fb511,emr-Common_emr-lpc87o18,2.0,4.0,S5,1,CVM,prod-sdfemr-平台研发,emr-Common_emr-lpc87o,emr-common2_系统盘,50,0,cbsPremium,10067.69642857143,11.228387824566196,0.0,0,113044.0,2016.0,609,compute-simulation,emr-Common_emr-lpc87o18_prod-sdfemr-平台研发_emr-common2_系统盘,,,13675.05505952381,,0,0.0,13503.298946270883
13170,d3f3f01c-70d6-4eac-b3a9-aa989905043f,elk-kafka1,8.0,32.0,S6,1,CVM,HP3_V3_联调,elk-kafka,elk-kafka1_系统盘,50,0,cbsPremium,6277.168650793651,12.375165352643256,0.0,0,77681.0,2016.0,486,infra-logging-monitoring,HP3_V3_联调_elk-kafka1_系统盘,331.9117063492063,331.9117063492063,331.9117063492063,331.9117063492063,0,0.0,13503.298946270883
9826,ecd9d3f0-64ca-4a70-beeb-ce484e2bd86d,fly-pro-manage3,4.0,8.0,SA3,1,CVM,机票,fly-pro-manage,fly-pro-manage_系统盘,50,0,cbsBSSD,11980.30753968254,12.72212749924438,0.0,0,152415.0,2016.0,735,travel-hospitality,fly-pro-manage3_机票_fly-pro-manage_系统盘,,,,,0,0.0,13503.298946270883
2546,72214a44-5488-40c0-a58c-b1d2902e9700,tc-prod-bigdata-emr-starrocks-master02,8.0,32.0,SA3,1,CVM,prod,tc-prod-bigdata-emr-starrocks-master,emr-master-second1_系统盘,50,0,cbsPremium,6487.039186507936,4.0001299905772125,0.0,0,25949.0,2016.0,606,infra-database,emr-master-second1_系统盘_tc-prod-bigdata-emr-starrocks-master02,,,335.2485119047619,,0,0.0,13503.298946270883
4783,e4beaace-6171-45fa-b9db-91c4fdb14dc3,ckafka-public3,2.0,8.0,SA2,0,CVM,默认项目,"ckafka-public3-cbs,Ckafka_ins-hbqykcox",Ckafka_ins-hbqykcox_647412213_1,90,1,cbsPremium,1012.561011904762,1.190051745853057,0.0019841269841269,0,1205.0,2016.0,570,infra-message-queue,"ckafka-public3-cbs,Ckafka_ins-hbqykcox_默认项目_Ckafka_ins-hbqykcox_647412213_1",5815.081845238095,5815.081845238095,5815.081845238095,5815.081845238095,0,0.0,13503.298946270883
6532,14b3170a-4265-4962-8938-aba4bf9589fa,as-tke-np-g0yc2oepqvfbjnpd,8.0,16.0,S5,1,CVM,asg-i2anhylx,as-tke-np-g0yc2oepqvfbjnpd,as-tke-np-g0yc2oep_系统盘,100,0,cbsssd,9589.152281746032,3.094955542263649,0.0,0,29678.0,2016.0,704,infra-node,as-tke-np-g0yc2oep_系统盘_as-tke-np-g0yc2oepqvfbjnpd_asg-i2anhylx,4890.308531746032,4890.308531746032,4890.308531746032,4890.308531746032,0,0.0,13503.298946270883
13437,ff02e0eb-dcb8-4e5d-ab28-0dbfba2eaaa8,未命名,32.0,64.0,SA3,0,CVM,kubernetes集群_北京7区tke-socket-其他(b3id:13640),视频事业部(b1id:10),未命名_1,600,1,cbsPremium,2294.095238095238,50.01274493523746,0.0,1,114734.0,2016.0,656,infra-node,视频事业部(b1id:10)_kubernetes集群_北京7区tke-socket-其他(b3id:13640)_未命名_1,8304.850694444445,22953.77380952381,7082.134424603175,8994.63740079365,0,0.0,13503.298946270883
19248,89856e2a-dcb5-4b04-bf3b-816fad52867a,未命名,16.0,64.0,IT5,0,CVM,数据库产品中心_1022,[CRS][现网运营_tendis],未命名_系统盘,50,0,cbsssd,10786.933035714286,27.66560235536299,0.0014880952380952,1,298427.0,2016.0,564,infra-database,[CRS][现网运营_tendis]_数据库产品中心_1022_未命名_系统盘,9983.5625,9983.5625,9983.5625,9983.5625,0,0.0,13503.298946270883
11160,5796a6f7-0bc0-4886-91f3-7363b4593d66,re-image26.bj.sm,32.0,64.0,SA3,1,CVM,图片,re-image26.bj.sm,未命名2_系统盘,50,0,cbsPremium,9822.857142857143,55.17854857475276,0.0014880952380952,1,542011.0,2016.0,406,generic-unknown,未命名2_系统盘_re-image26.bj.sm_图片,10242.907242063491,10242.907242063491,10242.907242063491,10242.907242063491,0,0.0,13503.298946270883
14239,18118762-5b74-45c5-b9a8-d45715185e01,emr-Master.2_emr-6kox2dlt,16.0,64.0,S5,1,CVM,大数据,emr-Masteremr-6kox2dlt,emr-master-second_DATA_DISK_1,300,1,cbsHSSD,9100.366567460318,8.079234990697598,0.0019841269841269,0,73524.0,2016.0,520,compute-simulation,emr-Masteremr-6kox2dlt_大数据_emr-Master.2_emr-6kox2dlt_emr-master-second_DATA_DISK_1,,,,,0,0.0,13503.298946270883
7775,d6231a8d-7c24-4572-963f-7a0a7bfe2223,stg-bj7-tke03,8.0,16.0,SA2,1,CVM,开发测试,stg-bj7-tke,stg-bj7-tke03_系统盘,50,0,cbsBSSD,12658.236607142857,9.256344594940124,0.0,0,117169.0,2016.0,735,dev-test-env,stg-bj7-tke03_系统盘_开发测试,,,,,0,0.0,13503.298946270883
5511,2b759422-a813-409a-9e1e-f9c983e1ce91,tke_cls-bzmzyblh_worker2,48.0,96.0,SA3,1,CVM,ark-scorpio(天蝎座),tke_cls-bzmzyblh_worker,cls-bzmzyblh/pvc-606a0e53-e475-4405-9102-43e184a87602,100,1,cbsPremium,1063.8318452380952,1.213537652382518,0.0014880952380952,0,1291.0,2016.0,578,infra-node,ark-scorpio(天蝎座)_tke_cls-bzmzyblh_worker2_cls-bzmzyblh/pvc-606a0e53-e475-4405-9102-43e184a87602,9965.020337301588,9965.020337301588,9965.020337301588,9965.020337301588,0,0.0,13503.298946270883
13805,da85576f-8f95-409e-b9b8-f0940cb49fce,k8s-vhall-prod-txbj-worker-saas-9-148,16.0,32.0,SA3,1,CVM,容器,k8s-vhall-prod-txbj-worker-saas,k8s-vhall-prod-txbj-worker-saas-1_系统盘,50,0,cbsBSSD,12773.21626984127,9.573939516606938,0.0004960317460317,0,122290.0,2016.0,704,infra-node,k8s-vhall-prod-txbj-worker-saas-1_系统盘_k8s-vhall-prod-txbj-worker-saas-9-148_容器,13285.65625,13285.65625,13285.65625,13285.65625,0,0.0,13503.298946270883
4679,b40c5b2c-e303-4b64-880b-3f01f0e09676,sky-8.7-oap7,8.0,32.0,S6,1,CVM,默认项目,sky7-oap,sky-8.7-oap_数据盘((FROM snap-j6bp7ble))_1,300,1,cbsPremium,1593.1959325396826,4.583868092330885,0.0004960317460317,0,7303.0,2016.0,570,office-system,sky7-oap_sky-8.7-oap_数据盘((FROM snap-j6bp7ble))_1_默认项目_sky-8.7-oap7,,,17449.641865079364,,0,0.0,13503.298946270883
13018,91466a55-cda5-475c-b269-18d1fef81665,prod-common-zookeeper-n2.digitforce.com,4.0,8.0,S6,1,CVM,生产,prod-common-zookeeper-n2.digitforce.com,prod-common-zookeeper-n2.digitforce.com_系统盘,50,0,cbsBSSD,6731.859126984127,12.087596972109344,0.0,0,81372.0,2016.0,538,infra-coordination,prod-common-zookeeper-n2.digitforce.com_系统盘_生产,42878.61507936508,42878.61507936508,42878.61507936508,42878.61507936508,0,0.0,13503.298946270883
17102,843926f1-397e-48af-8035-b5956e18f9a5,as-tke-np-o4wr99tp,32.0,128.0,SA3,1,CVM,cls-fi84w78z,as-tke-np-o4wr99tp,cls-fi84w78z/pvc-dd2e72fe-a66b-4786-a7cf-d767458daaa7,500,1,cbsPremium,4786.310019841269,7.78846331421638,0.0004960317460317,0,37278.0,2016.0,604,infra-node,cls-fi84w78z/pvc-dd2e72fe-a66b-4786-a7cf-d767458daaa7_as-tke-np-o4wr99tp,48871.43551587302,48871.43551587302,7148.892857142857,48871.43551587302,0,0.0,13503.298946270883
19636,289f39a2-c2b5-4d2c-86ba-3493d91c5cf8,未命名,16.0,64.0,S5,0,CVM,CBS产品中心_1198,[待部署_data][其他],未命名_系统盘,50,0,cbsPremium,14981.6875,6.388532666964252,0.0009920634920634,0,95711.0,2016.0,401,generic-unknown,CBS产品中心_1198_[待部署_data][其他]_未命名_系统盘,18539.33630952381,18539.33630952381,18539.33630952381,18539.33630952381,0,0.0,13503.298946270883
14950,83be20ac-d0a2-4dbe-a503-a1d9aa56a442,p-qcbj7-pow-tdengine-03,32.0,128.0,S6,1,CVM,默认项目,p-qcbj7-pow-tdengine,p-qcbj7-pow-tdengine-03_系统盘,50,0,cbsssd,5168.363095238095,6.5065088075919775,0.0,0,33628.0,2016.0,704,infra-database,p-qcbj7-pow-tdengine-03_系统盘_默认项目,482731.7837301588,482731.7837301588,482731.7837301588,482731.7837301588,0,0.0,13503.298946270883
10114,55b51ede-79d3-4bd6-98e0-2306bec0409b,tla010082002088_新C云平台_周全,32.0,128.0,S6,1,CVM,1286-新C云平台,tla010082002088_新C云平台_周全,[数据盘]tla010082002088_新C云平台_周全_数据盘_1,300,1,cbsPremium,710.1904761904761,820.1926377899961,0.0014880952380952,1,582493.0,2016.0,570,iot-saas-platform,[数据盘]tla010082002088_新C云平台_周全_数据盘_1_1286-新C云平台,1545.6646825396826,1545.6646825396826,1545.6646825396826,1545.6646825396826,0,0.0,13503.298946270883
829,2b930940-3d82-4cb8-84db-2516a8b46444,k8s-tgl-prod-5,4.0,16.0,SA2,1,CVM,默认项目,k8s-tgl-prod,未命名,100,1,cbsPremium,2291.8893849206347,1.4293883559801224,0.0,0,3276.0,2016.0,700,infra-node,k8s-tgl-prod-5_默认项目,,,,,0,0.0,13503.298946270883
16811,25a53bbf-816f-49c6-a343-33a585146bec,未命名,16.0,128.0,MA2,0,CVM,通信产品中心_1054,[Grocery][Grocery],未命名_1,1000,1,cbsPremium,26586.726686507936,1.7786695051857555,0.0,0,47289.0,2016.0,487,dev-test-env,通信产品中心_1054_[Grocery][Grocery]_未命名_1,,7146.398809523809,9336.310515873016,,0,0.0,13503.298946270883
11635,61d3584e-d891-484b-943d-4fa00e8453ba,未命名,16.0,64.0,S5,0,CVM,CBS产品中心_1198,[待部署_data][其他],未命名_系统盘,50,0,cbsPremium,18390.952876984127,6.275476902800158,0.0,0,115412.0,2016.0,677,generic-unknown,CBS产品中心_1198_[待部署_data][其他]_未命名_系统盘,2653424.852678572,2653424.852678572,2653424.852678572,2653424.852678572,0,0.0,13503.298946270883
4275,03057d6f-e9d1-45db-8281-8739f93c4f73,tx-bj-cal-jgxm-tec-dev01,2.0,4.0,SA3,1,CVM,默认项目,tx-bj-cal-jgxm-tec-dev,tx-bj-cal-jgxm-tec-dev011_数据盘_1,100,1,cbsPremium,646.5560515873016,2.6231291097443186,0.0014880952380952,0,1696.0,2016.0,561,dev-test-env,tx-bj-cal-jgxm-tec-dev011_数据盘_1_默认项目,,,454606.7306547619,,0,0.0,13503.298946270883
11198,c543666a-72c3-4718-bfcd-6c61e9fed93e,未命名2,16.0,32.0,SA2,0,CVM,云原生产品中心_1012,[yunti_metacluster][eks],未命名2_系统盘,100,0,cbsssd,12799.753472222224,7.586864872885735,0.0004960317460317,0,97110.0,2016.0,589,infra-node,云原生产品中心_1012_未命名2_系统盘_[yunti_metacluster][eks],,990.2936507936508,990.2936507936508,,0,0.0,13503.298946270883
17465,4e15b979-dfdb-4800-bd3c-363ff55adc6c,cntccsrv501,8.0,16.0,S5,1,CVM,默认项目,cntccsrv,cntccsrv501_data,200,1,cbsPremium,4895.709821428572,332.02989133160503,0.0,1,1625522.0,2016.0,606,generic-unknown,默认项目_cntccsrv501_data,,,,,0,0.0,13503.298946270883
16317,16a269ba-8d81-4cdc-9735-ffc790595aab,t5-open360-open360-web02,4.0,8.0,S5,1,CVM,Server,t5-open360-open360-web,t5-open360-open360-web02_系统盘,200,0,cbsPremium,8931.130456349207,12.446352737012765,0.0009920634920634,0,111160.0,2016.0,406,corp-website-portal,Server_t5-open360-open360-web02_系统盘,6775.1860119047615,6775.1860119047615,6775.1860119047615,6775.1860119047615,0,0.0,13503.298946270883
10934,edafba42-21e5-4b37-8799-3786b9973588,qcbjg-tutor-live-radio-kafka4-vm,24.0,48.0,S5,1,CVM,live,qcbjg-tutor-live-radio-kafka,qcbjg-tutor-live-radio-kafka{R:1}-vm_数据盘_11,300,1,cbsPremium,1542.342261904762,4.923031798806314,0.0014880952380952,0,7593.0,2016.0,487,infra-message-queue,qcbjg-tutor-live-radio-kafka4-vm_qcbjg-tutor-live-radio-kafka{R:1}-vm_数据盘_11,,,4434.616567460317,,0,0.0,13503.298946270883
7602,87cc801d-32d2-4e9f-83ac-dc0ef80a6900,emr-Master.2_emr-pfxg9rdv,16.0,32.0,SA3,1,CVM,data-emrhb-prod,emr-Masteremr-pfxg9rdv,emr-master-second_系统盘,50,0,cbsPremium,7995.912698412699,5.371869556370566,0.0004960317460317,0,42953.0,2016.0,605,compute-simulation,data-emrhb-prod_emr-Master.2_emr-pfxg9rdv_emr-master-second_系统盘_emr-Masteremr-pfxg9rdv,,,81389.94593253969,,0,0.0,13503.298946270883
1815,9cdeac27-5f25-4430-bb21-3f473428478c,lh-1251017385-lhins-8484zw8c,2.0,4.0,S5,0,CVM,默认项目,lh-cbs,lh-1251017385-20220305329012554398451,100,1,cbsPremium,326.6309523809524,1.0470532492619455,0.0009920634920634,0,342.0,2016.0,532,generic-unknown,默认项目_lh-1251017385-20220305329012554398451_lh-1251017385-lhins-8484zw8c_lh-cbs,0.0059523809523809,0.0059523809523809,0.0059523809523809,0.0059523809523809,0,0.0,13503.298946270883
23468,e52f392d-44f6-4619-b574-f55f91dcb16d,prod-nrofc-respool11,8.0,64.0,MA3,1,CVM,默认项目,prod-nrofc-respool,prod-nrofc-respool11_数据盘_1,200,1,cbsPremium,14178.280257936509,81.87939431865607,0.0004960317460317,1,1160909.0,2016.0,677,infra-node,prod-nrofc-respool11_数据盘_1_默认项目,60027.01488095238,60027.01488095238,60027.01488095238,60027.01488095238,0,0.0,13503.298946270883
9897,4aba025a-72a9-4584-82bc-880e678338ea,未命名,8.0,16.0,SA2,0,CVM,ackSocket_gateway(b3id:2973),视频事业部(b1id:10),未命名_系统盘,50,0,cbsPremium,7588.892361111111,3.638739184325044,0.0014880952380952,0,27614.0,2016.0,529,media-video-streaming,视频事业部(b1id:10)_ackSocket_gateway(b3id:2973)_未命名_系统盘,3584.40625,3584.40625,3584.40625,3584.40625,0,0.0,13503.298946270883
23432,d6356968-c98f-4ddf-b0c1-0004d864130a,as-tke-np-pdbg5i0j1,64.0,128.0,SA2,1,CVM,asg-rgxyi9wx,as-tke-np-pdbg5i0j,as-tke-np-pdbg5i0j1_数据盘_2,300,1,cbsPremium,145845.29563492062,1.9191431494687328,0.0009920634920634,0,279898.0,2016.0,563,infra-node,asg-rgxyi9wx_as-tke-np-pdbg5i0j1_数据盘_2,,,25382.40525793651,,0,0.0,13503.298946270883
4528,26972e8e-8129-45b0-a821-a16b217d88a7,finance-ERP-K8S2,8.0,32.0,C5,1,CVM,cls-clulwn7h,finance-ERP-K8S,cls-clulwn7h/pvc-0a1b7fb6-9ea3-443c-8e2e-8a02a1d31453,30,1,cbsPremium,665.7767857142857,2.571432403073746,0.0009920634920634,0,1712.0,2016.0,408,office-system,cls-clulwn7h/pvc-0a1b7fb6-9ea3-443c-8e2e-8a02a1d31453_finance-ERP-K8S2,,,,,1,0.0,211056.5982142857
20171,ff359545-1fa9-4929-9aad-ab62d090e93c,as-tke-np-pdbg5i0j,64.0,128.0,SA2,1,CVM,asg-rgxyi9wx,as-tke-np-pdbg5i0j,as-tke-np-pdbg5i0j_数据盘_3,200,1,cbsPremium,5910.715773809524,32.966058165644974,0.0014880952380952,1,194853.0,2016.0,529,infra-node,asg-rgxyi9wx_as-tke-np-pdbg5i0j_数据盘_3,245886.3382936508,245886.3382936508,245886.3382936508,245886.3382936508,0,0.0,13503.298946270883
290,d7d9b4b4-2745-480b-abc3-310ded07587c,s-tke-qgpu-node.r1svrmov.0,8.0,32.0,GN7,1,CVM,asg-q6b6xc7l,s-tke-qgpu-node.r1svrmov.,s-tke-qgpu-node.r1svrmov.0_数据盘_1,100,1,cbsPremium,6.494543650793651,3.5414343542350872,0.0014880952380952,0,23.0,2016.0,561,infra-node,asg-q6b6xc7l_s-tke-qgpu-node.r1svrmov.0_数据盘_1,,36812.55555555556,358330.8293650793,,0,0.0,13503.298946270883
22801,5f808ed4-26fe-4dd6-be14-5a488a82f168,as-tke-np-l2r120j77,80.0,160.0,SA3,1,CVM,asg-5zpnja2l,as-tke-np-l2r120j,as-tke-np-l2r120j7_DATA_DISK_1,200,1,cbsBSSD,33477.145833333336,12.18813581155801,0.0,0,408024.0,2016.0,704,generic-autoscaling,as-tke-np-l2r120j7_DATA_DISK_1_asg-5zpnja2l_as-tke-np-l2r120j77,5413.455357142857,5413.455357142857,5413.455357142857,5413.455357142857,0,0.0,13503.298946270883
12382,d25825a6-d704-4cf3-b402-347da4cda007,prod-nrofc-program,8.0,16.0,SA3,1,CVM,默认项目,prod-nrofc-program,prod-nrofc-program_系统盘,50,0,cbsPremium,6369.9047619047615,4.373848753065008,0.0004960317460317,0,27861.0,2016.0,406,generic-unknown,默认项目_prod-nrofc-program_系统盘,,35496.96031746032,35496.96031746032,,0,0.0,13503.298946270883
3316,9df87f8b-d1a4-4b4f-b715-42d42357ef1e,prod-k8s-wx-node-73-ib9ouzct5,16.0,128.0,MA2,1,CVM,cls-ehggdm1p,prod-k8s-wx-nodeib9ouzct,cls-ehggdm1p/pvc-f79d5d6d-9aa8-4303-a469-71e925ce631b,10,1,cbsPremium,326.6934523809524,1.181535770572748,0.0014880952380952,0,386.0,2016.0,405,infra-node,prod-k8s-wx-nodeib9ouzct_cls-ehggdm1p/pvc-f79d5d6d-9aa8-4303-a469-71e925ce631b_prod-k8s-wx-node-73-ib9ouzct5,18708.17857142857,328.92113095238096,328.92113095238096,18708.17857142857,0,0.0,13503.298946270883
14742,af1e9bf6-d05a-4a37-94c0-a224e0f666e8,emr-Core.192_emr-b9xsq2fb,32.0,64.0,SA3,1,CVM,直播,emr-Core-emr-b9xsq2fb,emr-core16_系统盘,50,0,cbsPremium,6830.665674603175,6.355749507901677,0.0009920634920634,0,43414.0,2016.0,486,media-video-streaming,emr-core16_系统盘_emr-Core.192_emr-b9xsq2fb_emr-Core-emr-b9xsq2fb_直播,10215.253968253968,7283.663194444444,7283.663194444444,10215.253968253968,0,0.0,13503.298946270883
18864,b6e28c43-fdb0-4dc3-bcb8-c0e08683f21c,vm-tx-bj-developer-az7-portal-web-111-146-12,2.0,4.0,S5,1,CVM,默认项目,vm-tx-bj-developer-az7-portal-web,developer-web-22_数据盘_1,100,1,cbsPremium,7012.145833333333,145.27621418788237,0.0014880952380952,1,1018698.0,2016.0,578,dev-test-env,vm-tx-bj-developer-az7-portal-web-111-146-12_默认项目_developer-web-22_数据盘_1,,,52524.833333333336,,0,0.0,13503.298946270883
17198,954c34e6-9149-447e-b573-3f06a2eea0a4,未命名7,80.0,320.0,GN7,0,CVM,容器产品中心_原自研_1271,[业务公用集群][北京集群],未命名7_系统盘,100,0,cbsPremium,306836.9384920635,1.613475882118428,0.0,0,495074.0,2016.0,604,infra-node,未命名7_系统盘_[业务公用集群][北京集群]_容器产品中心_原自研_1271,391522.410218254,391522.410218254,391522.410218254,391522.410218254,0,0.0,13503.298946270883
21839,939f4810-78a3-4096-939a-ef24055e4e62,未命名,16.0,64.0,S5,0,CVM,CBS产品中心_1198,[待部署_data][其他],未命名_系统盘,50,0,cbsPremium,15078.908234126984,8.750368259512072,0.0014880952380952,0,131946.0,2016.0,408,generic-unknown,CBS产品中心_1198_[待部署_data][其他]_未命名_系统盘,18137.424603174604,18137.424603174604,18137.424603174604,18137.424603174604,0,0.0,13503.298946270883
8345,6cbca495-bee3-41e7-b355-4b26e5de0035,vault-server-prod-node1,2.0,4.0,S6,1,CVM,默认项目,vault-server-prod-node,vault-server-prod-node1_系统盘,50,0,cbsPremium,6586.400793650793,9.4780141621776,0.0004960317460317,0,62426.0,2016.0,652,infra-coordination,默认项目_vault-server-prod-node1_系统盘,,,,,0,0.0,13503.298946270883
15618,c3362aed-a4e4-4f14-8bd2-a6f41b711cf5,as-tke-np-rzu632a91,16.0,32.0,S5,1,CVM,ark-aries(白羊座),as-tke-np-rzu632a,as-tke-np-rzu632a91_系统盘,50,0,cbsPremium,7957.696428571428,7.25649696722176,0.0004960317460317,0,57745.0,2016.0,401,infra-node,as-tke-np-rzu632a91_系统盘_ark-aries(白羊座),62889.60912698413,62889.60912698413,62889.60912698413,62889.60912698413,0,0.0,13503.298946270883
6712,8707c54f-6fba-43f1-9c5a-62119fddb7a8,t-qcbj7-pow-tdengine-01,8.0,16.0,S6,1,CVM,默认项目,t-qcbj7-pow-tdengine,t-qcbj7-pow-tdengine-01_系统盘,50,0,cbsssd,3162.497023809524,8.690917269826153,0.0004960317460317,0,27485.0,2016.0,685,infra-database,t-qcbj7-pow-tdengine-01_系统盘_默认项目,6286.611607142857,3316968.352678572,2282358.998015873,,0,0.0,13503.298946270883
13988,38e5dc44-85d2-4df4-9b1f-4f8c75b85df2,dzyz-game-11-1105,4.0,8.0,S6,1,CVM,臧泽,dzyz-game,dzyz-game-11-1105_数据盘_1,100,1,cbsPremium,453.2867063492063,40.59461648059915,0.0004960317460317,1,18401.0,2016.0,529,game-service,dzyz-game-11-1105_数据盘_1_臧泽,443.45882936507934,443.45882936507934,443.45882936507934,443.45882936507934,1,0.0,211056.5982142857
224,76cd5c56-ade5-413b-a1c0-0a4b7b77346e,lh-1309620080-lhins-7m7eibca,2.0,4.0,SA2,0,CVM,默认项目,lh-cbs,lh-1309620080-20220222753012056003331,1000,1,cbsPremium,2373.90376984127,1.0505901846926005,0.0,0,2494.0,2016.0,700,infra-node,lh-1309620080-lhins-7m7eibca_默认项目_lh-1309620080-20220222753012056003331_lh-cbs,,,,,0,0.0,13503.298946270883
